85,SA Bienes Raíces (Sergio Álvarez AB),"Bienes raíces comerciales (oficinas, bodegas)","Calle 146 #7B-80, Bogotá D.C.",https://sergioalvarezab.com/,"OUTDATED — plantilla genérica de portal (WASI.co), sin marca/UX personalizada",comercial@sergioalvarezab.com,sergioalvarezab.com,22 oficinas + 75 espacios en arriendo listados actualmente; venta/arriendo comercial a escala.,7
86,SERDAN,Administración de propiedad horizontal,"Calle 67 #7-35, Torre A, Piso 2, Bogotá",https://www.serdan.com.co/propiedad.html,"OUTDATED — estructura HTML anticuada, sin framework moderno, imágenes básicas",reclamos@serdan.com.co,serdan.com.co,"Atiende clientes institucionales incl. Edificio BBVA — administración de propiedades de nivel empresarial, relaciones de alta confianza.",7
87,SH Medical Skin Center,Medicina estética (medspa/piel),"Calle 106 #23-61, Bogotá",https://shmedicalskincenter.com,"WEBSITE EXISTS BUT VERY WEAK — sin testimonios, sin reservas en línea, agenda solo por WhatsApp",pacientes@shmedicalskincenter.com,shmedicalskincenter.com/contact/,Medspa independiente en corredor premium del norte de Bogotá.,7
88,SLC Abogados (Soluciones Laborales Corporativas),Derecho laboral corporativo,"Calle 31 #13A-51, Torre 2, Of. 234, Ed. Panorama, Bogotá",https://www.slcabogados.co/,"LOW-CONVERSION WEBSITE — mensaje débil, propuesta de valor escondida tras 'Ver Más', sin formulario de contacto visible pese a mostrar 16+ clientes corporativos",laboral@slcabogados.co,slcabogados.co (homepage),Ya atiende 16+ clientes corporativos en cumplimiento laboral — base probada de alto valor sub-convertida por un sitio genérico.,7
89,Sergio Velosa Diseño de Interiores,"Diseño de interiores, muebles a medida, remodelación","Cra 54 #75-61, Bogotá",https://sergiovelosa.com/,"WEBSITE EXISTS BUT VERY WEAK — usa una cuenta de Gmail personal como contacto principal, señal de infraestructura digital débil pese a 20 años de experiencia",sergiovelosadiseno@gmail.com,sergiovelosa.com (footer/mailto),"20+ años, estudio consolidado con showroom físico — alto valor por proyecto, dependiente de credibilidad.",7
90,Soluciones e Ingeniería Industrial SAS,Ingeniería industrial / mantenimiento de plantas,"Cra. 58 #14-14, Puente Aranda, Bogotá",http://solucioneseingenieriaindustrial.com/,OUTDATED — diseño convencional y anticuado; sin testimonios; poco pulido móvil pese a etiqueta de viewport,gerencia@solucioneseingenieriaindustrial.com,"Google Maps (5.0★, 7 reseñas); footer/contacto del sitio",Los contratos B2B de mantenimiento industrial son de alto valor y se ganan por credibilidad técnica — un sitio anticuado subestima una operación de ingeniería real ante compradores corporativos.,7
91,Svelthus – Clínica de Rejuvenecimiento Facial y Corporal,"Medicina estética (rejuvenecimiento, láser)","Calle 116 #71A-78, Pontevedra, Bogotá",https://www.svelthus.com/,"WEBSITE EXISTS BUT VERY WEAK — sin galería de antes/después, sin testimonios, sin nombres/credenciales de doctores, imágenes placeholder",elpip82@hotmail.com,svelthus.com; co.establecimientosdesalud.info (listado oficial IPS),"Clínica establecida de rejuvenecimiento con clientes recurrentes de alto valor, pero ausencia total de un médico nombrado es una brecha crítica de credibilidad.",7
92,VERA Asesores Financieros,Asesoría financiera y contable,"Calle 70A #11-43, Bogotá",https://veraasesoresfinancieros.com,"WEBSITE EXISTS BUT VERY WEAK — diseño desactualizado frente a sitios financieros modernos, sin testimonios ni formulario de captura",info@veraasesoresfinancieros.com,veraasesoresfinancieros.com,Asesoría financiera y tributaria junto a firma de abogados hermana (Vera Abogados); relación recurrente con clientes reales de Bogotá pero un sitio que no genera confianza previa al contacto.,7
93,Zume Arquitectura,"Arquitectura corporativa/comercial, diseño y construcción (incl. Horeca)","Cra 15 #104-30, Bogotá",https://www.zumearquitectura.com/,"WEBSITE EXISTS BUT VERY WEAK — el sitio bloquea completamente el acceso automatizado/robots (mala higiene técnica de SEO), sugiriendo un sitio poco mantenido",info@zumearquitectura.com,somosacai.org/home/zume-arquitectura/ (directorio independiente confirma email/dirección),"Fundada en 2008, atiende clientes corporativos/comerciales/hoteleros — alto valor por contrato, venta dependiente de credibilidad.",7
94,Barrera Abogados,"Derecho aduanero, zonas francas, comercio exterior","Carrera 22 Nº 15, Bogotá",https://www.barreraabogados.com.co/,"Formulario de contacto sin campos funcionales, navegación del menú duplicada tres veces, placeholders de imagen vacíos, sin sección de testimonios",obarrera@barreraabogados.com.co,https://www.barreraabogados.com.co/ (visitado vía WebFetch),Estructuración de operaciones de importación/exportación y beneficios de zona franca para empresas — contratos de alto valor,8
95,Gómez & Gómez Abogados en Impuestos,"Derecho tributario, defensa DIAN/UGPP, cambiario","Av. Calle 26 No. 69-76, Edificio Elemento Torre 3, Of. 1501, Bogotá",https://abogadosenimpuestos.com/,"Sitio con última actualización visible de febrero 2022 (contenido desactualizado), ausencia total de testimonios o casos de éxito",info@abogadosenimpuestos.com,https://abogadosenimpuestos.com/ (visitado vía WebFetch),Defensa fiscal/UGPP y planeación tributaria para empresas — honorarios de alto valor por caso,7
96,Delgado Franco Legal,"Derecho de seguros (consultoría a aseguradoras), inmobiliario, empresarial","Calle 104a #19a-70, Edificio de Castello, Bogotá",https://delgadofrancolegal.com/,"Formulario de contacto que solo solicita email (sin campos completos), secciones y menú duplicados/redundantes, sin testimonios de clientes",informacion@delgadofrancolegal.com,https://delgadofrancolegal.com/servicios-en-seguros (visitado vía WebFetch),Consultoría a aseguradoras en reclamaciones + transacciones inmobiliarias empresariales — alto valor por contrato,7
97,Navarro Torres Abogados,"Propiedad horizontal (cobro de cartera, reglamentos, recepción de áreas comunes)","Av. Carrera 15 # 124-65, Ed. Corpocentros, Of. 705, Bogotá",https://www.navarrotorresabogados.com/,"Diseño visual básico y desactualizado, sin formulario de contacto funcional en la página, sin sección de testimonios",contacto@navarrotorresabogados.com,https://www.navarrotorresabogados.com/propiedad-horizontal (visitado vía WebFetch),Asesoría legal permanente y cobro judicial de cartera para copropiedades/conjuntos de alto valor — contratos institucionales recurrentes,8
98,Abogados de Familia Colombia,"Derecho de familia y sucesiones de alto patrimonio (divorcios, herencias, adopciones, casos internacionales)","Cra. 10 #97A-13, Bogotá",https://abogadosdefamiliacolombia.com/,El correo de contacto principal listado es un Gmail personal en lugar de un dominio propio de la firma; sin formulario de contacto tradicional (solo WhatsApp),derechodefamilias@gmail.com,https://abogadosdefamiliacolombia.com/ (visitado vía WebFetch),"División de patrimonio, sucesiones y casos familiares internacionales de alto valor",8
99,BMLegal Immigration,"Derecho migratorio corporativo (visas de inversionista, negocios, residencia EE.UU./Colombia)","Carrera 7 # 71-21, Oficina 509, Edificio Avenida Chile, Bogotá",https://www.bmlegalinmigracion.com/en,Sitio construido en plataforma Wix con diseño visual anticuado; el dominio del correo de contacto (bmlegal.co) no coincide con el dominio del sitio web (bmlegalinmigracion.com),info@bmlegal.co,https://www.bmlegalinmigracion.com/en (visitado vía WebFetch),Visas de inversionista y negocios para clientes corporativos — trámites de alto valor,7
100,Dr. Germán Fabián Godoy Pérez — Urología,"Urología especializada (oncológica, robótica) particular","Calle 134 # 7B-83, Consultorio 1023, Edificio El Bosque, Usaquén, Bogotá",https://www.drfabiangodoy.com/,"El contacto principal publicado para agendar es un correo personal de Hotmail (no un correo con el dominio propio del sitio), a pesar de un perfil de especialista de alto nivel con afiliaciones AUA/EAU",fabiangodoyurologia@hotmail.com,https://www.drfabiangodoy.com/ (visitado vía WebFetch),"Urología oncológica y robótica particular con afiliaciones a seguros premium — consultas y procedimientos de alto valor, pago directo",8
101,Dra. Carolina Gil — Cirugía Maxilofacial,Cirugía oral y maxilofacial (ortognática) particular,"Edificio Centrum 125, Cra. 21a #124-55, Consultorio 202, Bogotá",https://carolinagilmaxilofacial.com/,"El correo de contacto publicado es una cuenta personal de Gmail, y pese a tener una sección 'Antes y Después', el sitio no presenta ningún testimonio real de pacientes",drcarolinagilmaxilofacial@gmail.com,https://carolinagilmaxilofacial.com/cirugia-maxilofacial/ (visitado vía WebFetch),"Cirugía ortognática mínimamente invasiva, dos sedes en Bogotá — procedimiento quirúrgico especializado de alto valor",8
102,Estación Dental,"Odontología (implantes, ortodoncia, endodoncia) premium","Cra. 47a #114-19, Barrio Alhambra, Bogotá",https://www.estaciondental.com/,"El correo de contacto publicado es una cuenta personal de Hotmail (no un correo con el dominio propio del sitio), pese a operar como clínica establecida con servicios de implantes",estaciondental@hotmail.com,https://www.estaciondental.com/ (visitado vía WebFetch),"Implantes dentales, ortodoncia y endodoncia — procedimientos de alto ticket con pago particular",7
103,Bessoli (Dermaline),"Medicina estética láser (corporal, facial, ginecología estética)","Carrera 18 # 80-32, Consultorio 408, Bogotá",https://www.bessoli.com/,"Múltiples imágenes rotas en el sitio confirmadas en dos visitas, además de una inconsistencia de marca: el único correo de contacto usa un dominio distinto (dermaline.co) al del sitio principal (bessoli.com)",contacto@dermaline.co,https://www.bessoli.com/ y https://www.bessoli.com/clinica-estetica-laser (visitadas vía WebFetch),Tratamientos láser estéticos corporales/faciales y ginecología estética — procedimientos recurrentes de alto ticket,7
104,Omar Plazas (Diseño de Interiores),"Diseño de interiores residencial, cocinas integrales, decoración y remodelaciones","Carrera 65 #22A-43, Bogotá",https://omarplazas.com/,"Construido con plugin de plantilla WordPress antigua, tipografías genéricas, sin botón de WhatsApp visible ni formulario de contacto en la portada; solo un botón de llamada telefónica",info@omarplazas.com,https://omarplazas.com/ (visitado vía WebFetch),18+ años de trayectoria declarados en el sitio; cocinas integrales de gama alta y remodelaciones — proyectos residenciales de valor alto,7
105,Fernando García (Atelier),Diseño de interiores residencial de lujo + mobiliario personalizado,"Calle 109 #17A-25, Bogotá",https://fernandogarcia.com.co/,"El único canal de contacto (portada y página /contacto) es una cuenta de Gmail personal, en vez de un correo del propio dominio, pese a posicionarse como atelier de lujo con showroom",Fernandogarcia.atelier@gmail.com,https://fernandogarcia.com.co/contacto (visitado vía WebFetch),"Posicionamiento explícito de 'lujo', showroom físico con horario de atención, mobiliario a medida — proyectos de alto valor por cliente",7
106,Remodelaciones Bogotá,"Remodelación integral de casas, apartamentos, fachadas, baños y cocinas","Carrera 109A #152F-15, Bogotá",https://www.remodelacionesbogota.com.co/,"Diseño genérico y desactualizado, estructura/navegación básica, sin elementos visuales modernos para los estándares actuales",info@remodelacionesbogota.com.co,https://www.remodelacionesbogota.com.co/ (visitado vía WebFetch),Más de 17 años de experiencia y garantía por escrito; remodelación integral de alto ticket,7
107,Bon Habitat S.A.S.,Corretaje inmobiliario (venta y arriendo residencial/comercial de alto valor),"Cra 13A # 89 - 38, Oficina 513, Bogotá","El contacto de correo principal es una cuenta Gmail personal, no un correo de su propio dominio, pese a operar decenas de inmuebles activos publicados en varios portales",https://bonhabitat.com.co/,bonhabitatsas@gmail.com,"https://bonhabitat.com.co/ (sección Ubicación y Contacto, visitado vía WebFetch) + fincaraiz.com.co/inmobiliarias/bon-habitat-sas/174739585",Inmobiliaria S.A.S. registrada con volumen real (88 listados activos multi-portal) — comisiones de alto valor por transacción,7
108,Inmobiliaria Bogotá S.A.S.,"Corretaje inmobiliario, arrendamientos, ventas y avalúos","Carrera 13 No. 28 - 01, Piso 2, Bogotá",https://www.inmobiliariabogota.com/,"El sitio devuelve error de servidor 500 de forma consistente, confirmado en 4 intentos distintos — el sitio está efectivamente caído para cualquier visitante",servicioalcliente@inmobiliariabogota.com,https://inmobiliariabogota.com/wp-content/uploads/2020/03/politica_tratamiento_datos_bogota.pdf (email/dirección citados); fallo confirmado en https://www.inmobiliariabogota.com/,Empresa constituida dedicada a arrendamientos ventas y avalúos en Bogotá — categoría de alto ticket,8
109,"Lonja de Propiedad Raíz, Peritazgos y Avalúos D.C.",Avalúos certificados / peritazgos inmobiliarios,"Cra 26A No. 62-11, Of. 103, Bogotá",https://lonjadepropiedadraiz.com.co/web/,Sección 'Formación en Avalúos' muestra el texto 'PÁGINA EN ACTUALIZACIÓN'; no hay WhatsApp visible en ningún canal; sin testimonios ni casos de clientes,lonja@lonjadepropiedadraiz.com,"https://lonjadepropiedadraiz.com.co/web/ (visitado vía WebFetch, dos veces)",Firma certificada de peritazgos y avalúos — comisión/honorario alto por avalúo comercial/hipotecario/judicial,7
110,Mundo Hábitat,Avalúos certificados y corretaje inmobiliario (venta/arriendo),"Calle 151g # 117-20, Bogotá",https://mundohabitat.com/,"El botón 'OFERTAR' (para ofertar un inmueble) tiene un enlace vacío/roto; no hay testimonios de clientes; diseño con elementos mixtos, varios desactualizados",info@mundohabitat.com,https://mundohabitat.com/ (visitado vía WebFetch),"Empresa afiliada a Lonja y registrada en el R.A.A. — avalúos y venta/arriendo de inmuebles, servicios de comisión/honorario alto",7
111,FAD Interventoría y Construcción SAS,Ingeniería civil — gerencia de obra e interventoría técnica,"Carrera 18 B # 116-16, Of. 311, Bogotá",https://www.fadinterventoriayconstruccionsas.com/,El correo de contacto en la página de contacto es una cuenta personal de Gmail en vez de dominio propio; sin testimonios ni casos de clientes visibles pese a atender proyectos institucionales,felipeayad@gmail.com,https://www.fadinterventoriayconstruccionsas.com/contacto (visitado vía WebFetch),Gerencia de obra e interventoría de proyectos institucionales/comerciales de alto valor — contratos multianuales,7
112,Ingeniería de Bombas y Plantas SAS,"Ingeniería industrial — mantenimiento de plantas (motobombas, plantas eléctricas)","Carrera 58 # 90-43, Bogotá",https://expertos-ingenieros.ueniweb.com/,Opera sobre un subdominio gratuito del constructor Ueniweb en vez de dominio propio; contacto principal es Hotmail personal; sin WhatsApp visible,ingebombas@hotmail.com,https://expertos-ingenieros.ueniweb.com/#contact_us (visitado vía WebFetch),Mantenimiento industrial 24h para clientes corporativos en Bogotá/Cundinamarca — servicio técnico recurrente de valor alto,7
113,Pérez Lara Cía Ltda,"Correduria de seguros corporativos (ARL, cumplimiento, RC, pyme)","Calle 63A # 19A-28, Bogotá",https://perezlara.com/,"Pese a 38 años de trayectoria y alianza con 17+ aseguradoras, el sitio no muestra ningún testimonio ni caso de cliente empresarial",mercadeo@perezlara.com,https://perezlara.com/contacto (visitado vía WebFetch),Corredor de seguros de 38 años que intermedia pólizas empresariales — contratos corporativos recurrentes de prima alta,8
114,Caltermica Ingenieros SAS,"Ingeniería industrial — diseño, fabricación y mantenimiento de calderas industriales","Calle 15 # 53-28, Bogotá",https://www.caltermicaingenieros.com/,"Empresa de 22 años con clientes industriales grandes, pero los 3 correos de contacto listados son todos Hotmail/Gmail personales, ninguno en su propio dominio; sin testimonios",caltermicaingenieros@gmail.com,https://www.caltermicaingenieros.com/ (visitado vía WebFetch),Diseño/fabricación/mantenimiento de calderas de vapor y aceite térmico para plantas industriales — contratos de alto valor,8
115,Servimatec S.A.S.,"Ingeniería industrial — fabricación, montaje y mantenimiento de maquinaria de refrigeración/climatización","Carrera 66A # 9A-64, Salazar Gómez, Bogotá",https://www.servimatec.com/,"La galería de proyectos tiene imágenes y botones rotos y bloques con títulos de contenido de plantilla sin relación al negocio ('Perfil urbano', 'Revista de moda'); sin testimonios",gerenciaoperativa@servimatec.com,https://www.servimatec.com/ (visitado vía WebFetch),"Fabricación, mantenimiento y montaje de equipos de refrigeración/climatización industrial — contratos de alto valor",7
116,SIPH Ltda,Administración de propiedad horizontal,"Dg. 15B #104-45, Ofic. 62, Bogotá",https://www.siphltda.com/index.html,"Plantilla anticuada con texto placeholder sin reemplazar ('Map goes here' donde debería estar el mapa embebido), sin testimonios, contacto vía Gmail en vez de dominio propio",siphltda@gmail.com,https://www.siphltda.com/index.html (visitado vía WebFetch),"Administra copropiedades/edificios institucionales: contabilidad, cartera, portería — contrato recurrente de alto valor",8
117,Dra. Vanessa Vera Suárez (Odontología),Odontología especializada / ortodoncia,"Av. Calle 127 #19A-44, Consultorio 412, Bogotá",https://draverasuarez.wixsite.com/odonto-vanessa-vera,Subdominio gratuito de Wix con banner del constructor visible; íconos de redes sociales enlazan a cuentas genéricas de Wix en vez de perfiles reales; sin testimonios,dra.verasuarez@gmail.com,https://draverasuarez.wixsite.com/odonto-vanessa-vera (visitado vía WebFetch),"Implantes dentales, ortodoncia y endodoncia — tratamientos y planes de alto ticket",7
118,Aquafisios Move,Fisioterapia especializada (acuática y manual),"Calle 135A #9B-41, Usaquén-Lisboa, Bogotá",https://aquafisiosmove.wixsite.com/website,Subdominio gratuito de Wix con banner de constructor visible; secciones de servicios duplicadas/repetidas en la misma página; sin testimonios; contacto vía Gmail,aquafisiosmove@gmail.com,https://aquafisiosmove.wixsite.com/website (visitado vía WebFetch),"Fisioterapia acuática y manual especializada con sesiones individuales de 50-60 min — servicio de nicho, alto ticket por sesión",7
119,Gestión Inmobiliaria HK S.A.S.,Administración de propiedad horizontal,"Av. Cra 15 #119-11, Oficina 234, Bogotá",https://www.gestioninmobiliariahk.com/,Enlace de navegación roto/mal formado en 'NUESTROS CLIENTES'; contacto principal vía Hotmail en vez de dominio propio; sin testimonios ni casos de éxito,gestionhk@hotmail.com,https://www.gestioninmobiliariahk.com/ (visitado vía WebFetch),"Administra propiedad horizontal institucional: mantenimiento, fondo de imprevistos, asesoría jurídica, nómina — contratos recurrentes de alto valor",8
120,Ortodoncista Bogotá — Dra. María Liliana Hurtado Díaz,Ortodoncia especializada,"Calle 86A #13A-09, Consultorio 204, Bogotá",https://ortodoncistabogota.com/,"Diseño con estándares de mediados de 2010, contacto vía Gmail en vez de dominio propio, error tipográfico visible en el tagline ('Siemrpe' en vez de 'Siempre'), sin testimonios/reseñas",ortodoncistabogota@gmail.com,https://ortodoncistabogota.com/ (visitado vía WebFetch),"Ortodoncista con formación en Universidad de Buenos Aires; brackets invisibles, ATM — tratamientos de alto ticket",8
121,Analistas Financieros y Asesoría,Consultoría financiera,"Calle 47A, Casa 27A-09, Belalcázar, Bogotá",https://analistas-financieros-asesores.ueniweb.com,"la página está construida sobre una plantilla genérica del builder UENI, con secciones estándar sin personalizar y una descripción tipo boilerplate",analistasfinancieros2021@gmail.com,Sección de contacto de su página propia en UENI,"Servicio de asesoría financiera a medida, de ticket alto, sin presencia digital propia que respalde su credibilidad",7
122,ASERFINANZAS,Contabilidad y tributario,"Cra. 4 #18-50, Of. 502, Torre A, Ed. Procoil, Las Nieves, Bogotá",(sitio Wix sin dominio propio indexado),"la plantilla Wix tiene varios enlaces de navegación que llevan a '#' sin destino, y el contacto principal es una cuenta de Gmail personal en vez de un correo con dominio propio",aserfinanzas013@gmail.com,Footer/contacto del sitio propio,Firma contable/tributaria con oficina física en el centro de Bogotá — servicio recurrente de alto valor para pymes,8
123,CN Contadores,Contabilidad y tributario,"Cr 70C #80-48 Local 71, Bogotá",https://cn-contadores.ueniweb.com,el menú de navegación aparece duplicado en la página y el contacto principal es una cuenta de Yahoo personal en vez de un dominio propio,noel_cncontadores@yahoo.com.co,Sección de contacto del listado propio en UENI,Servicio contable/tributario especializado sin un sitio propio que respalde su experiencia,7
124,AYC Contadores SAS,Contabilidad y tributario,"Calle 94A #13-34, Of. 107, Bogotá",https://ayccontadoressas.com.co,no hay un formulario de contacto en el sitio (solo un botón de WhatsApp) y el ícono de LinkedIn del footer en realidad enlaza a Facebook,info@ayccontadoressas.com.co,mailto: en el footer del sitio propio,Firma constituida (SAS) con oficina propia — servicio tributario/contable recurrente de alto valor para empresas,7
125,López y López Abogados,Derecho laboral,"Calle 39B Bis Sur #79F-60, Carvajal, Bogotá",https://lopezmoralesabogados.com,varias imágenes del sitio no cargan (placeholders rotos) y aparecen tres números de teléfono distintos sin indicar cuál es el principal,info@lopezmoralesabogados.com,mailto: en el footer del sitio propio,"Firma de derecho laboral con litigios de alto valor para empresas, sin un sitio que refleje su nivel de especialización",7
